id,type,name,latitude,longitude,forest_type,fee,opening_hours,address,tel,state,attractions,url,imageUrl
50,Jungle Ecological Park,Chamang Forest Eco Park,3.3831,101.8818,Hill Dipterocarp Forest,Admission | Citizen | Adults (13-59 years old ) - RM 3.00 | Childrens (under 12 years old) - RM 1.50 | Senior Citizen (60 years old and above) - RM 1.50 | Disabled People - FREE | Non-citizen | Adults (13-59 years old ) - RM 10.00 | Childrens (under 12 years old) - RM 5.00 | Senior Citizen (60 years old and above) - RM 10.00 | Disabled People - FREE,Open daily from 8.00 am to 5.00 pm,"Pegawai Hutan Daerah Bentong, JKR 241, Jalan Bukit, 28700 Bentong, Pahang",09-2221 039,Pahang,"River, Waterfall, Wildlife, Bird Watching",https://www.forestry.gov.my/en/pahang/taman-eko-rimba-chamang,https://www.forestry.gov.my/media/zoo/images/Chamang%20(10)_d4f9d7ed3cc79adf5be34eb0e0a4f7d2.JPG
51,Jungle Ecological Park,Lata Berembun Forest Eco Park,3.7757,102.056,Hill Dipterocarp Forest,FREE admission,Open daily from 8.00 am to 5.00 pm,"Pegawai Hutan Daerah Raub,  Rotan Tunggal, 27600 Raub",09-3551 060,Pahang,"River, Waterfall, Wildlife, Bird Watching",https://www.forestry.gov.my/en/pahang/taman-eko-rimba-lata-berembun,https://www.forestry.gov.my/media/zoo/images/lata%20berembun_553569653db1949db039015b2a972bca.jpg
52,Jungle Ecological Park,Ulu Jerangsang Forest Eco Park,3.9831,102.0652,Hill Dipterocarp Forest,FREE admission,Open daily from 8.00 am to 5.00 pm,"Pegawai Hutan Daerah Lipis 27200 Kuala Lipis, Pahang",09-3101 550,Pahang,"River, Waterfall, Wildlife, Bird Watching",https://www.forestry.gov.my/en/pahang/taman-eko-rimba-ulu-jerangsang,https://www.forestry.gov.my/media/zoo/images/Jerangsang%20(12)_8dcc1812bd4a7f9a70ee764e7e2d6bed.JPG
53,Jungle Ecological Park,Gunung Senyum Forest Eco Park,3.6998,102.1485,Lowland Forest,Admission | Citizen | Adults (13-59 years old) - RM 3.00 | Children (below 12 years old) - RM 1.50 | Senior Citizen (60 years old and above) - RM 1.50 | Disabled People - FREE | Non-citizen | Adults (13-59 years old) - RM 10.00 | Children (below 12 years old) - RM 5.00 | Senior Citizen (60 years old and above) - RM 10.00 | Disabled People - FREE,Open daily from 8.00 am to 5.00 pm,"Pegawai Hutan Daerah Temerloh / Bera 28000 Temerloh, Pahang",09-2962 755,Pahang,"Cave, Wildlife, Lake, Bird Watching",https://www.forestry.gov.my/en/pahang/taman-eko-rimba-gunung-senyum,https://www.forestry.gov.my/media/zoo/images/GunungSenyum%20(5)_5d141e3a73bcbbcc8e0c24b9d3db53b5.JPG
54,Jungle Ecological Park,Lata Jarum Forest Eco Park,4.0399,101.9084,Lowland Dipterocarp Forest,FREE admission Open daily from 8.00 am to 5.00 pm,Open daily from 8.00 am to 5.00 pm,"Pegawai Hutan Daerah, Pejabat Hutan Daerah Raub, Rotan Tunggal 27600 Raub",09-3551 060,Pahang,"River, Waterfall, Wildlife, Bird Watching",https://www.forestry.gov.my/en/pahang/taman-eko-rimba-lata-jarum,https://www.forestry.gov.my/media/zoo/images/Lata%20Jarum%20(17)_56d8c1f9b8358722b1d8d6b4d8240df8.jpg
55,Jungle Ecological Park,Ulu Tembeling Forest Eco Park,4.4497,102.4984,Hill Dipterocarp Forest,FREE admission,Open daily from 8.00 am to 5.00 pm,"Pegawai Hutan Daerah Jerantut Tingkat 1, Kompleks Pejabat Kerajaan 27000 Jerantut, Pahang",09-2601 031,Pahang,"River, Wildlife, Bird Watching",https://www.forestry.gov.my/en/pahang/taman-eko-rimba-ulu-tembeling,https://www.forestry.gov.my/media/zoo/images/Ulu-Tembeling-15_d69053bfd3c90e4f2144ddf06bee594a.JPG
56,Jungle Ecological Park,Jerangkang Forest Eco Park,3.7701,102,Hill Dipterocarp Forest,FREE admission,Open daily from 8.00 am to 5.00 pm,"Pegawai Hutan Daerah Kuantan / Pekan / Maran Bukit Sekilau, 25200 Kuantan, Pahang",09-5133 236,Pahang,"River, Waterfall, Wildlife, Bird Watching",https://www.forestry.gov.my/en/pahang/taman-eko-rimba-jerangkang,https://www.forestry.gov.my/media/zoo/images/Jerangkang%20(23)_6b5c1c1713fb8e38c53c531c8a7fab57.JPG
57,Jungle Ecological Park,Lata Lembik Forest Eco Park,3.9817,101.6504,,FREE admission,Open daily from 8.00 am to 5.00 pm,"Pegawai Hutan Raub, Rotan Tunggal, 27600 Raub",09-3551 060,Pahang,"River, Waterfall, Wildlife, Bird Watching",https://www.forestry.gov.my/en/pahang/taman-eko-rimba-lata-lembik,https://www.forestry.gov.my/media/zoo/images/Lata%20Lembik%20(36)_1cdfce9c31a86568b8f67e198c5b903d.JPG
58,Jungle Ecological Park,Som Forest Eco Park,3.7664,102.9317,Lowland Dipterocarp Forest,FREE admission,,"Pegawai Hutan Daerah Jerantut, Tingkat 1, Kompleks Pejabat Kerajaan, 27000 Temerloh, Pahang",09-2601 031,Pahang,Bird Watching,https://www.forestry.gov.my/en/pahang/taman-eko-rimba-som,https://www.forestry.gov.my/media/zoo/images/Som-27_a6af99138932faee0073aa8e48f6d8fd.JPG
59,Jungle Ecological Park,Kenong Forest Eco Park,4.2164,102.1818,Lowland Dipterocarp Forest,The fee charged is subject to the private manager/operator,,"Pegawai Hutan Daerah Lipis 27200 Kuala Lipis, Pahang",09-3101 550,Pahang,"River, Waterfall, Cave, Wildlife, Lake",https://www.forestry.gov.my/en/pahang/taman-eko-rimba-kenong,https://www.forestry.gov.my/media/zoo/images/Rimba-Kenong-23_c2bb6e44a27be05704be2a2e61349db5.JPG
60,Jungle Ecological Park,Lentang Forest Eco Park,5.4463,100.2179,Hill Dipterocarp Forest,Fees admission | Citizen | Adults (13-59 years old ) - RM 3.00 | Childrens (under 12 years old) - RM 1.50 | Senior Citizen (60 years old and above) - RM 1.50 | Disabled People - FREE | Non-citizen | Adults (13-59 years old ) - RM 10.00 | Childrens (under 12 years old) - RM 5.00 | Senior Citizen (60 years old and above) - RM 10.00 | Disabled People - FREE,Open daily from 8.00 am to 5.00 pm,"Pegawai Hutan Daerah Bentong, JKR 241, Jalan Bukit, 28700 Bentong, Pahang",09-2221 039,Pahang,"River, Wildlife, Bird Watching",https://www.forestry.gov.my/en/pahang/taman-eko-rimba-lentang,https://www.forestry.gov.my/media/zoo/images/Lentang%20(24)_a1eb0fa64eea783a9a2dbb44252b448a.JPG
61,Jungle Ecological Park,Batu Maloi Forest Eco Park,2.5375,102.2231,Open Forest,FREE Admission,Monday to Sunday : 8.00 am - 5.00 pm,"Pejabat Hutan Daerah Negeri Sembilan Barat, Tingkat 2, Kompleks Persiaran Daerah Seremban, Persiaran 2, 70990 Seremban.",06-6014 000,Negeri Sembilan,"Cave, Wildlife",https://www.forestry.gov.my/en/negeri-sembilan/taman-eko-rimba-batu-maloi,https://www.forestry.gov.my/media/zoo/images/Batu-maloi_6c5e1f663adea4ed0bfc877719c95175.jpg
62,Jungle Ecological Park,Gunung Tampin Forest Eco Park,2.3022,102.1298,Open Forest,FREE Admission,Monday to Sunday : 8.00 am - 5.00 pm,"Pejabat Hutan Daerah, Negeri Sembilan Barat, Tingkat 2, Kompleks Pentadbiran Daerah Seremban, Persiaran S2 A2, 70300 Seremban",06-6014 000,Negeri Sembilan,Wildlife,https://www.forestry.gov.my/en/negeri-sembilan/taman-eko-rimba-gunung-tampin,https://www.forestry.gov.my/media/zoo/images/gunung-tampin_3e455bc14a4d4ffd6ae7015386b43fd7.JPG
63,Jungle Ecological Park,Lata Kijang Forest Eco Park,2.9721,102.3673,Hill Dipterocarp Forest,FREE Admission,Open from 7.00 am to 6.00 pm,"Pejabat Hutan Daerah, Negeri Sembilan Barat, Tingkat 2, Kompleks Pentadbiran Daerah Seremban, Persiaran S2 A2, 70300 Seremban",06-6014 000,Negeri Sembilan,"River, Waterfall, Wildlife, Bird Watching",https://www.forestry.gov.my/en/negeri-sembilan/taman-eko-rimba-lata-kijang,https://www.forestry.gov.my/media/zoo/images/lata-kijang_414ed9c2db80614e13f58834d651633e.JPG
64,Jungle Ecological Park,Serting Ulu Forest Eco Park,2.8596,102.0131,Open Forest,FREE Admission,Monday to Sunday : 8.00 am - 5.00 pm,"Pejabat Hutan Daerah, Negeri Sembilan Timur, 72000 Kuala Pilah, Negeri Sembilan.",06-7659 849,Negeri Sembilan,"River, Wildlife",https://www.forestry.gov.my/en/negeri-sembilan/taman-eko-rimba-serting-ulu,https://www.forestry.gov.my/media/zoo/images/serting-ulu-3_bfcb70f7ed3198e54f587a1e181e476e.jpg
65,Jungle Ecological Park,De Bana Forest Eco Park,2.9721,102.3673,Open Forest,FREE Admission,Monday to Sunday : 8.00 am - 5.00 pm,"Pejabat Hutan Daerah, Negeri Sembilan Timur, 72000 Kuala Pilah, Negeri Sembilan.",06-4811 036,Negeri Sembilan,"River, Waterfall, Wildlife",https://www.forestry.gov.my/en/negeri-sembilan/taman-eko-rimba-de-bana,https://www.forestry.gov.my/media/zoo/images/de-bana-2_98c155900218165b71da73d4d5903497.jpg
66,Jungle Ecological Park,Jeram Tengkek Forest Eco Park,2.8687,102.1842,Open Forest,FREE Admission,Monday to Sunday : 8.00 am - 5.00 pm,"Pejabat Hutan Daerah, Negeri Sembilan Timur, 72000 Kuala Pilah, Negeri Sembilan.",06-4811 036,Negeri Sembilan,"River, Waterfall, Wildlife",https://www.forestry.gov.my/en/negeri-sembilan/taman-eko-rimba-jeram-tengkek,https://www.forestry.gov.my/media/zoo/images/jeram-tengkek-1_a785867bfeb3eeb285de58c273cea994.jpg
67,Jungle Ecological Park,Lenggeng Forest Eco Park,2.5438,102.171,Open Forest,FREE Admission,Monday to Sunday : 8.00 am - 5.00 pm,"Pejabat Hutan Daerah, Negeri Sembilan Barat, Tingkat 2, Kompleks Pentadbiran Daerah Seremban, Persiaran S2 A2, 70300 Seremban",06-6014 000,Negeri Sembilan,"River, Wildlife",https://www.forestry.gov.my/en/negeri-sembilan/taman-eko-rimba-lenggeng,https://www.forestry.gov.my/media/zoo/images/lenggeng-1_e4ea5fbcb99f397b1d438cd63d43f9c5.jpg
68,Jungle Ecological Park,Ulu Bendul Forest Eco Park,2.7304,102.0806,Open Forest,FREE Admission,Monday to Sunday : 8.00 am - 5.00 pm,"Pejabat Hutan Daerah, Negeri Sembilan Timur, 72000 Kuala Pilah, Negeri Sembilan.",06-4811 036,Negeri Sembilan,"River, Wildlife",https://www.forestry.gov.my/en/negeri-sembilan/taman-eko-rimba-ulu-bendul,https://www.forestry.gov.my/media/zoo/images/ulu-bendul_f24051de5a2f693b0436df082f352e6e.JPG
69,Jungle Ecological Park,Gunung Datuk Forest Eco Park,2.5438,102.171,Open Forest,FREE Admission,Monday to Sunday : 8.00 am - 5.00 pm,"Pejabat Hutan Daerah, Negeri Sembilan Barat, Tingkat 2, Kompleks Pentadbiran Daerah Seremban, Persiaran S2 A2, 70300 Seremban",06-6014 000,Negeri Sembilan,"River, Wildlife",https://www.forestry.gov.my/en/negeri-sembilan/taman-eko-rimba-gunung-datuk,https://www.forestry.gov.my/media/zoo/images/gunungdato_3c306c3bb9cf28efa6b50e7ca3a1b7bc.JPG
70,Jungle Ecological Park,Bukit Batu Lebah Forest Eco Park,,,Lowland Dipterocarp Forest,FREE admission,Open daily from 7.00 am to 6.00 pm,"Pejabat Hutan Daerah Melaka, 75459 Air Keroh, Melaka.",06-2316 095,Melaka,Cave,https://www.forestry.gov.my/en/melaka/taman-eko-rimba-bukit-batu-lebah,https://www.forestry.gov.my/media/zoo/images/batu-lebah_041964e8a89dc2bf6b8616a4e4d9b180.JPG
71,Jungle Ecological Park,Sungai Udang Forest Eco Park,2.3022,102.1298,Lowland Dipterocarp Forest,FREE admission,Open daily from 7.00 am to 7.00 pm,"Jabatan Perhutanan Negeri Melaka, 75450 Ayer Keroh, Melaka.",06-2316 095,Melaka,"Lake, Bird Watching",https://www.forestry.gov.my/en/melaka/taman-eko-rimba-sungai-udang,https://www.forestry.gov.my/media/zoo/images/sungaiudang_a69f2cb84924a17276cbb6279b935ea0.JPG
72,Jungle Ecological Park,Gunung Arong Forest Eco Park,2.5529,103.7549,Lowland Dipterocarp Forest,FREE Admission,Tuesday to Sunday : 8.00 am - 5.00 pm,"Pejabat Hutan Daerah Johor Timur, Pejabat Am, Aras 3, Kompleks Pejabat-Pejabat Kerajaan, Jalan Ibrahim, 86800 Mersing, Johor",07-7981 030,Johor,River,https://www.forestry.gov.my/en/johor/taman-eko-rimba-gunung-arong,https://www.forestry.gov.my/media/zoo/images/gunungarong_b262bdfee6febf1b069b0b487e158ab7.JPG
73,Jungle Ecological Park,Gunung Belumut Forest Eco Park,2.0666,103.5255,Hill Dipterocarp Forest,FREE Admission,Tuesday - Sunday : 8.00 am to 4.30 pm,"Pejabat Hutan Daerah Johor Tengah, Pejabat Am, Bangunan Kerajaan, 86000 Kluang, Johor",07-7725 944,Johor,"River, Waterfall",https://www.forestry.gov.my/en/johor/taman-eko-rimba-gunung-belumut,https://www.forestry.gov.my/media/zoo/images/gunungbelumut_13730751c548027f835c10b90f77d0b5.jpg
74,Jungle Ecological Park,Gunung Pulai II Forest Eco Park,1.590507,103.5185,Hill Dipterocarp Forest,FREE Admission,Tuesday to Friday : 8.00 am - 5.00 pm,"Pejabat Hutan Daerah Johor Selatan, JKR 35, Jalan Bukit Timbalan, 80000 Johor Bahru, Johor.",07-2242 211,Johor,"River, Waterfall",https://www.forestry.gov.my/en/johor/taman-eko-rimba-gunung-pulai,https://www.forestry.gov.my/media/zoo/images/Gunung-Pulai_fe8eaacd22bbfcd61f7d2ce8860de5c1.jpg
75,Jungle Ecological Park,Gunung Pulai II Forest Eco Park,1.5722,103.513,Hill Dipterocarp Forest,FREE Admission,Tuesday to Friday : 8.00 am - 5.00 pm,"Pejabat Hutan Daerah Johor Selatan, JKR 35, Jalan Bukit Timbalan, 80000 Johor Bahru, Johor.",07-2242 211,Johor,River,https://www.forestry.gov.my/en/johor/taman-eko-rimba-gunung-pulai-2,https://www.forestry.gov.my/media/zoo/images/Gunung-Pulai_fe8eaacd22bbfcd61f7d2ce8860de5c1.jpg
76,Jungle Ecological Park,Panti Forest Eco Park,1.7882,103.9424,Lowland Dipterocarp Forest,FREE Admisssion,Tuesday to Sunday : 8.00 am to 4.30 pm,"Pejabat Hutan Daerah Johor Selatan, JKR 35, Jalan Bukit Timbalan, 80000 Johor Bahru, Johor.",07-2242 211,Johor,"River, Bird Watching",https://www.forestry.gov.my/en/johor/taman-eko-rimba-panti,https://www.forestry.gov.my/media/zoo/images/panti_77d0328b54468df648bb12cbe0d83535.JPG
77,Jungle Ecological Park,Sungai Bantang Forest Eco Park,2.3463,103.1572,Lowland Dipterocarp Forest,FREE Admission,Tuesday to Sunday : 8.00 am - 5.00 pm,"Pejabat Hutan Daerah Johor Utara, Pejabat Am, Jalan Awang, 85000 Segamat, Johor.",07-9312 141,Johor,"River, Waterfall",https://www.forestry.gov.my/en/johor/taman-eko-rimba-sungai-bantang,https://www.forestry.gov.my/media/zoo/images/sungaibantang_da066ac7e8ba0d5ddb6875d9926c5d1f.jpg
78,National Forest Park,Bukit Panchor State Park,5.1602,100.548,Lowland Dipterocarp Forest,FREE Admission,Open daily from 7.00 am to 6.00 pm,"Jabatan Perhutanan Negeri, Pulau Pinang, Tingkat 20, Menara KOMTAR, 10300 Pulau Pinang.",04-6505 250,Pulau Pinang,"River, Cave, Wildlife, Bird Watching",https://www.forestry.gov.my/en/semenanjung-malaysia/taman-negeri-bukit-panchor,https://www.forestry.gov.my/media/zoo/images/bukitpanchor_894e2f3b6f0ae72686a417c07023cb28.jpg
79,National Forest Park,Gunung Stong State Forest Park,5.3396,101.9749,Hill and mountain dipterocarp forest,Admission : RM 5.00 / person / month or part thereof,,"Pegawai Hutan Jajahan, Kelantan Barat, 17500 Tanah Merah, Kelantan",09-9556 055,Kelantan,"River, Waterfall, Wildlife, Bird Watching",https://www.forestry.gov.my/en/semenanjung-malaysia/hutan-taman-negeri-gunung-stong,https://www.forestry.gov.my/media/zoo/images/HTN_gunung_stong_d7ff20e2b40ce139061856f89066b251.jpg
80,National Forest Park,Perlis State Park,6.697,100.1901,Mid-Autumn Forest / Lowland Dipterocarp Forest / Hill Dipterocarp Forest,Admission | Perlis National Park Ecotourism Complex Wang Kelian | Citizens | Adults RM 2.00 | Children 6-17 years old RM 1.00 | Children under 6 years old FREE | People with Disabilities OKU FREE | Non-citizens | Adults RM 5.00 | Children 6-17 years old RM 3.00 | Children 6-17 years old FREE | People with Disabilities OKU FREE | Wang Kelian Perlis Viewpoint | Citizens | Adults RM 2.00 | Children 6-17 years old RM 1.00 | Children under 6 years old FREE | People with Disabilities OKU FREE | Non-citizens | Adults RM 5.00 | Children 6-17 years old RM 3.00 | Children 6-17 years old FREE | People with Disabilities OKU FREE | Gua Kelam Ecotourism Complex | Citizens | Adults RM 2.00 | Children 6-17 years old RM 1.00 | Children under 6 years old FREE | People with Disabilities OKU FREE | Non-citizens | Adults RM 5.00 | Children 6-17 years old RM 3.00 | Children 6-17 years old FREE | People with Disabilities OKU FREE,Open daily from 9.00 am to 6.00 pm,"Jabatan Perhutanan Negeri Perlis,Km 2 Jalan Kaki Bukit, 01000 Kangar, Perlis",04-9765 966,Perlis,"River, Cave, Wildlife, Bird Watching",https://www.forestry.gov.my/en/semenanjung-malaysia/taman-negeri-perlis,https://www.forestry.gov.my/media/zoo/images/tamannegeriperlis_eed50c45c2bf5e13a300b921ce074071.jpg
81,National Forest Park,Rompin State Park,2.8832,102.9984,Lowland Dipterocarp Forest,Admission (subject to private managers/operators) | Citizen | Adults (13-59 years old ) - RM 30.00 | Childrens (3-12 years old) - RM 10.00 | Senior Citizen (60 years old and above) - RM 15.00 | Disabled People - FREE | Student (groups of more than 30 people) - RM 100.00 | Non-citizen | Adults (13-59 years old ) - RM 50.00 | Childrens (3-12 years old) - RM 30.00 | Senior Citizen (60 years old and above) - RM 15.00 | Disabled People - FREE || Student (groups of more than 30 people) - RM 200.00,Open daily from 8.00 am to 5.00 pm,"Pegawai Hutan Daerah Rompin, 26800 Kuala Rompin, Pahang",09-4145 204,Pahang,"River, Waterfall",https://www.forestry.gov.my/en/semenanjung-malaysia/taman-negeri-endau-rompin,https://www.forestry.gov.my/media/zoo/images/HTN_rompin_3255dda5d5eabdf8cab369de74548736.jpg
